clip_id,class,x,y,w,h,query
video5_e000124,motorcyclist,504,357,150,197,Người mặc áo đen đội nón trắng chạy xe 2 màu xanh dương.
e000012,truck,92,160,1060,746,Xe cẩu đầu màu trắng có cẩu đỏ Đi thẳng ra xa camera rồi rẽ phải.
e000006,truck,1074,86,320,112,Xe tải đầu màu xám thùng xe phủ bạt đen Đi từ trái sang phải qua ngã tư.
e000001,motorcyclist,218,324,76,206,Người mặc áo xanh dương đội nón trắng chạy xe số màu đen chở người đi thẳng ra xa.
e000001,car,254,420,684,328,Xe con màu trắng đi thẳng ra xa camera rồi rẽ phải.
e000081,motorcyclist,1038,396,142,262,Người mặc áo nâu đội nón xám chạy xe số màu đen đi thẳng ra xa camera rồi rẽ phải.
19_video10_norm_e011,motorcyclist,677,321,178,206,Người mặc áo vàng đội nón bảo hiểm bạc chạy tay ga màu trắng Đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
video10_e000031,car,160,328,540,337,Xe ô tô màu xám đi thẳng ra xa camera rồi rẽ phải.
e000001,motorcyclist,980,510,156,292,Người mặc áo đen đội nón trắng chạy xe số màu đen đi thẳng ra xa camera rồi rẽ phải.
e000132,motorcyclist,33,436,125,284,Người mặc áo đen đội nón bảo hiểm đỏ chạy xe số màu đỏ đi từ xa về gần camera và rẽ trái trên vỉa hè
e000025,motorcyclist,602,576,246,380,Người mặc áo xanh lơ đội nón trắng chạy xe tay ga màu tím than đeo balo đi thẳng ra xa camera rồi rẽ phải.
e000084,motorcyclist,235,370,82,229,Người mặc áo xám đội nón kem chạy xe tay ga màu đen chở theo 1 người đi thẳng ra xa camera.
video1_e000007,car,526,102,145,45,Xe ô tô màu trắng đi từ trái sang phải qua ngã tư.
e000055,motorcyclist,314,213,43,152,Người mặc áo xám đội nón đen chạy xe máy màu đen đi thẳng ra xa.
e000111,car,153,186,125,152,Xe con màu trắng đi thẳng ra xa.
e000019,motorcyclist,194,366,89,220,Người mặc áo trắng đội nón xanh lơ chạy xe số màu đỏ mận đi thẳng ra xa camera.
19_video1_norm_e008,motorcyclist,668,438,230,262,Người mặc áo xám đội nón bảo hiểm xanh chạy tay ga màu đỏ Đi thẳng ra xa camera rồi rẽ phải.
video5_e000120,motorcyclist,348,286,122,170,Người mặc áo nâu đội nón đen chạy xe máy màu đen đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000007,car,327,192,229,337,Xe con màu trắng đi thẳng lại gần camera.
e000006,car,94,350,346,188,Xe con màu xám đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000136,truck,312,61,109,137,Xe tải đầu màu trắng thùng xe màu trắng đi thẳng ra xa.
e000022,motorcyclist,375,184,32,149,Người mặc áo đen đội nón bảo hiểm xanh chạy xe màu đen đi từ xa về gần camera đi thẳng
e000206,motorcyclist,429,306,105,284,Người mặc áo đen đội nón đen chạy xe số màu đen đi thẳng lại gần camera.
e000217,motorcyclist,232,206,42,153,Người mặc áo xanh dương đội nón trắng chạy xe đạp màu đen đi thẳng lại gần camera.
e000048,car,395,185,159,156,Xe con màu xám đi từ xa về gần camera
e000137,motorcyclist,808,582,204,330,Người mặc áo trắng đội nón đen chạy xe tay ga màu đen đi thẳng ra xa camera rồi rẽ phải.
video7_e000149,car,302,242,352,205,Xe ô tô màu bạc đi thẳng ra xa camera rồi rẽ phải.
e000030,motorcyclist,230,266,56,244,Người mặc áo đỏ đội nón vàng chạy xe số màu đen đi thẳng về hướng camera.
e000049,motorcyclist,339,370,102,329,Người mặc áo đen đội nón đỏ chạy xe tay ga màu trắng đi thẳng lại gần camera.
e000005,truck,420,222,304,182,Xe tải đầu màu xanh dương thùng lửng đi thẳng ra xa camera qua ngã tư.
19_video10_norm_e013,car,522,401,488,184,taxi màu xám đi thẳng ra xa camera rồi rẽ phải.
19_video14_norm_e012,motorcyclist,229,310,96,128,Người mặc áo trắng đội nón bảo hiểm trắng chạy tay ga màu đen Đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000036,motorcyclist,184,396,106,234,Người mặc áo xanh lá đội nón xanh lá chạy xe số màu đen đi thẳng ra xa camera.
e000110,motorcyclist,298,297,64,228,Người mặc áo trắng đội nón xanh chạy xe số màu đen chở người đi thẳng ra xa.
e000185,car,156,140,160,158,Xe bán tải màu đen đi thẳng ra xa.
video5_e000135,motorcyclist,617,296,133,180,Người mặc áo đen đội nón đỏ chạy xe máy màu đỏ đi thẳng ra xa camera rồi rẽ phải.
video4_e000101,car,517,125,109,76,Xe ô tô màu trắng đi thẳng ra xa camera qua ngã tư.
e000170,motorcyclist,371,313,88,322,Người mặc áo đen đội nón xám chạy xe tay ga màu đỏ mận đi thẳng lại gần camera.
video2_e000075,truck,746,58,138,69,Xe tải đầu màu trắng thùng xe phủ bạt đen Đi từ phải sang trái qua ngã tư.
e000080,motorcyclist,263,257,74,176,Người mặc áo đen đội nón đen chạy xe số màu đỏ chở hàng đi thẳng ra xa camera.
e000032,car,165,161,136,150,Xe con màu đỏ đi thẳng ra xa.
e000002,car,910,152,150,64,Xe con màu đen đi từ phải sang trái qua ngã tư.
e000134,truck,23,1,359,480,Container đầu màu trắng thùng kín đi thẳng ra xa.
e000008,motorcyclist,532,458,154,272,Người mặc áo xanh nước biển đội nón đen chạy xe số màu đen đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000183,motorcyclist,249,301,66,296,Người mặc áo sọc trắng đội nón đen chạy xe tay ga màu đen đi thẳng lại gần camera.
e000002,truck,102,154,918,544,Xe tải đầu màu đen thùng xe phủ bạt đen Đi thẳng ra xa camera rồi rẽ phải.
video11_e000046,car,297,178,165,105,Xe ô tô màu xám đi thẳng ra xa camera qua ngã tư.
e000038,motorcyclist,188,402,117,261,Người mặc áo cam đội nón cam chạy xe tay ga màu xám đi thẳng ra xa camera.
e000001,truck,594,118,200,134,Xe tải đầu màu trắng thùng kín đi từ trên xuống và đi thẳng qua ngã tư.
e000157,motorcyclist,156,196,37,196,Người mặc áo vàng đội nón nâu chạy xe đạp màu trắng đi thẳng lại gần camera.
e000189,truck,296,2,310,388,Xe tải đầu màu xanh dương thùng phủ bạt đen đi thẳng lại gần camera.
e000084,car,388,165,150,182,Xe con màu trắng đi thẳng về hướng camera.
e000167,motorcyclist,307,314,92,350,Người mặc áo trắng đội nón xanh dương chạy xe tay ga màu đỏ mận chở người đi thẳng lại gần camera.
19_video8_norm_e001,truck,773,102,200,81,xe tải đầu màu xanh thùng kín đi từ phải sang trái qua ngã tư.
e000105,motorcyclist,98,481,107,234,Người mặc áo đỏ đội nón trắng chạy xe đạp màu xanh lục đeo balo đi thẳng ra xa camera.
e000068,motorcyclist,818,210,118,142,Người mặc áo đen đội nón trắng chạy xe đạp điện màu đen đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000040,motorcyclist,206,221,42,172,Người mặc áo đen đội nón bảo hiểm đen chạy xe số màu đen đi từ xa về gần camera
19_video10_norm_e011,motorcyclist,944,373,150,209,Người mặc áo trắng đội nón bảo hiểm xanh lá chạy tay ga màu đỏ Đi thẳng ra xa camera rồi rẽ phải.
e000039,motorcyclist,361,266,65,246,Người mặc áo đen không đội nón bảo hiểm chạy xe số màu đỏ đi từ xa về gần camera không đội nón bảo hiểm
e000085,motorcyclist,196,282,72,168,Người mặc áo trắng đội nón xám chạy xe số màu đỏ đi thẳng ra xa camera.
e000003,car,85,176,178,189,Xe con màu nâu đi thẳng ra xa.
e000001,truck,182,168,458,318,Xe tải đầu màu trắng thùng kín Đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000010,motorcyclist,280,249,48,197,Người mặc áo đen đội nón trắng chạy xe tay ga màu trắng đi thẳng lại gần camera.
e000014,truck,90,192,810,816,Xe tải đầu màu xanh thùng kín Đi thẳng ra xa camera rồi rẽ phải.
e000021,car,148,177,127,136,Xe con màu hồng đi thẳng ra xa.
e000002,motorcyclist,512,354,115,365,Người mặc áo đen đội nón xanh chạy xe tay ga màu xanh chở 1 người đi thẳng lại gần camera.
e000166,truck,51,153,270,366,Xe tải đầu màu xanh thùng kín đi thẳng ra xa.
e000005,truck,324,284,288,144,Xe tải đầu màu trắng thùng xe phủ bạt đen Đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000088,car,435,190,200,273,Xe con màu xám đi thẳng lại gần camera.
e000061,truck,335,98,156,236,Xe ben đầu màu đen thùng lửng đi từ xa về gần camera
e000024,truck,290,70,107,200,Xe tải đầu màu xanh thùng kín đi từ xa về gần camera
video4_e000099,car,814,90,73,45,Xe ô tô màu trắng đi từ phải sang trái qua ngã tư.
e000004,truck,182,250,380,194,Xe tải đầu màu trắng thùng xe màu bạc đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
19_video1_norm_e006,car,722,137,154,72,xe con màu xanh đi từ trái sang phải qua ngã tư.
e000157,motorcyclist,744,494,302,376,Người mặc áo đen đội nón đen chạy xe số màu đen đi thẳng ra xa camera rồi rẽ phải.
e000019,truck,361,66,185,265,Xe tải đầu màu trắng thùng kín đi từ xa về gần camera
video2_e000068,car,744,97,90,48,Xe ô tô màu đỏ đi từ phải sang trái qua ngã tư.
e000143,motorcyclist,262,276,70,252,Người mặc áo trắng đội nón  chạy xe đạp màu đen đi thẳng về hướng camera.
e000041,motorcyclist,221,325,82,220,Người mặc áo đỏ đội nón xanh chuối chạy xe số màu đỏ đi thẳng ra xa camera.
e000070,motorcyclist,429,396,109,324,Người mặc áo đen đội nón đen chạy xe số màu đen đi thẳng lại gần camera.
e000010,car,67,41,306,293,Xe khách màu vàng đi thẳng ra xa camera.
e000113,motorcyclist,508,170,57,142,Người mặc áo trắng đội nón đen chạy xe tay ga màu đen ngược chiều rẽ phải camera.
e000077,car,407,214,151,184,Xe con màu đen đi thẳng lại gần camera.
video6_e000146,motorcyclist,545,332,150,236,Người mặc áo đen đội nón đỏ chạy xe tay ga màu đỏ đi thẳng ra xa camera rồi rẽ phải.
video5_e000128,motorcyclist,404,224,89,146,Người mặc áo đen đội nón đen chạy xe máy màu đen đi thẳng ra xa camera qua ngã tư.
19_video11_norm_e005,truck,110,181,785,617,xe tải đầu màu trắng thùng kín đi thẳng ra xa camera rồi rẽ phải.
e000002,car,850,154,162,80,Xe con màu trắng đi từ phải sang trái qua ngã tư.
e000052,truck,44,106,228,236,Xe tải đầu màu trắng thùng xe màu bạc đi thẳng ra xa.
e000110,motorcyclist,459,278,66,249,Người mặc áo đen đội nón trắng chạy xe tay ga màu đỏ đi thẳng lại gần camera.
e000123,car,1020,336,278,202,Xe con màu đỏ đi thẳng ra xa camera rồi rẽ phải.
e000046,motorcyclist,1060,216,98,126,Người mặc áo trắng đội nón đen chạy xe số màu đen đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000110,motorcyclist,466,390,98,329,Người mặc áo đen đội nón xanh chạy xe tay ga màu xám đi thẳng lại gần camera.
e000090,motorcyclist,231,216,48,121,Người mặc áo trắng đội nón kem chạy xe tay ga màu đỏ mận chở theo 1 người đi thẳng ra xa camera.
e000005,truck,980,80,416,124,Xe tải đầu màu đỏ thùng xe phủ bạt xanh Đi từ phải sang trái qua ngã tư.
e000045,car,395,202,173,230,Xe con màu trắng đi thẳng lại gần camera.
19_video3_norm_e003,car,469,392,480,230,taxi màu trắng đi thẳng ra xa camera rồi rẽ phải.
e000147,car,89,265,220,270,Xe hơi màu đen đi thẳng ra xa.
19_video10_norm_e006,car,686,144,109,53,xe con màu vàng đi từ trái sang phải qua ngã tư.
e000010,motorcyclist,786,512,198,326,Người mặc áo xanh dương đội nón xanh mực chạy xe tay ga màu trắng đi thẳng ra xa camera rồi rẽ phải.
e000014,car,428,316,334,238,Xe con màu trắng đi thẳng ra xa camera qua ngã tư.
video11_e000033,motorcyclist,350,158,49,74,Người mặc áo đen đội nón đen chạy xe máy màu đen đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000166,motorcyclist,826,496,260,352,Người mặc áo xanh đội nón đen chạy xe số màu đen đi thẳng ra xa camera rồi rẽ phải.
video3_e000092,car,478,253,353,216,Xe ô tô màu nâu đi thẳng ra xa camera rồi rẽ phải.
e000082,car,340,162,129,154,Xe con màu xám đi từ xa về gần camera đi thẳng
video5_e000134,truck,790,74,114,65,Xe tải đầu màu trắng thùng xe phủ bạt đen Đi từ phải sang trái qua ngã tư.
e000061,motorcyclist,575,316,60,285,Người mặc áo đen đội nón trắng chạy xe số màu xanh đi thẳng lại gần camera.
e000089,car,492,270,143,210,Xe con màu đỏ đi thẳng lại gần camera.
e000079,motorcyclist,198,253,43,198,Người mặc áo xanh đội nón bảo hiểm đen chạy xe số màu đen đi từ xa về gần camera
e000099,motorcyclist,97,265,74,181,Người mặc áo cam đội nón xanh mực chạy xe tay ga màu đỏ chở theo 1 người đi thẳng ra xa camera.
e000004,truck,0,0,1178,686,Container đầu màu trắng thùng xe phủ bạt xanh Đi thẳng ra xa camera rồi rẽ phải.
e000055,motorcyclist,182,193,45,168,Người mặc áo trắng không đội nón bảo hiểm chạy xe điện màu trắng đi từ xa về gần camera
e000062,motorcyclist,718,164,128,116,Người mặc áo trắng đội nón trắng chạy xe tay ga màu trắng đi từ trái sang phải qua ngã tư.
e000005,truck,62,156,946,780,Xe tải đầu màu vàng thùng xe phủ bạt đen Đi thẳng ra xa camera rồi rẽ phải.
e000040,truck,66,64,268,248,Xe tải đầu màu đen thùng xe phủ bạt đen đi thẳng ra xa camera.
e000020,motorcyclist,280,365,83,354,Người mặc áo đen đội nón xanh chạy xe số màu trắng đi thẳng lại gần camera.
19_video4_norm_e006,car,1014,133,113,48,xe con màu bạc đi từ phải sang trái qua ngã tư.
19_video1_norm_e003,car,918,136,145,54,xe con màu đen đi từ trái sang phải qua ngã tư.
19_video2_norm_e003,truck,905,85,210,88,xe tải đầu màu trắng thùng bạt đen đi từ phải sang trái qua ngã tư.
e000002,truck,1476,104,216,132,Xe tải đầu màu trắng thùng lửng Đi từ phải sang trái qua ngã tư.
e000123,motorcyclist,1014,386,302,372,Người mặc áo xanh đội nón trắng chạy xe số màu đen đi thẳng ra xa camera rồi rẽ phải.
19_video2_norm_e005,motorcyclist,433,389,178,262,Người mặc áo xanh đội nón bảo hiểm trắng chạy xe số màu đen Đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000009,truck,572,88,590,108,Container đầu màu trắng thùng xe màu xám Đi từ phải sang trái qua ngã tư.
e000070,motorcyclist,178,246,36,192,Người mặc áo xám đội nón bảo hiểm xám chạy xe điện màu trắng đi từ xa về gần camera
e000001,motorcyclist,248,328,102,154,Người mặc áo đen đội nón đỏ chạy xe số màu trắng đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
19_video1_norm_e002,truck,328,150,377,188,xe tải đầu màu trắng thùng kín đi thẳng ra xa camera qua ngã tư.
19_video9_norm_e009,motorcyclist,706,426,214,265,Người mặc áo xanh lá đội nón bảo hiểm đỏ chạy tay ga màu trắng Đi thẳng ra xa camera rồi rẽ phải.
e000001,truck,90,2,1248,980,Container đầu màu đen thùng kín Đi thẳng ra xa camera rồi rẽ phải.
e000099,car,113,197,117,138,Xe con màu bạc đi thẳng ra xa.
e000009,truck,1020,96,260,132,Xe bồn đầu màu trắng thùng xe màu trắng Đi từ phải sang trái qua ngã tư.
e000038,motorcyclist,178,353,92,222,Người mặc áo trắng đội nón hồng chạy xe tay ga màu đỏ mận đi thẳng ra xa camera.
e000077,car,746,156,134,66,Xe con màu trắng đi từ trái sang phải qua ngã tư.
19_video8_norm_e002,car,593,393,473,225,xe con màu trắng đi thẳng ra xa camera rồi rẽ phải.
e000018,motorcyclist,225,213,33,178,Người mặc áo xanh đội nón bảo hiểm xanh chạy xe số màu đen đi từ xa về gần camera
e000058,motorcyclist,293,401,88,316,Người mặc áo trắng đội nón xanh chạy xe số màu đỏ đi thẳng lại gần camera.
e000002,truck,1506,184,148,130,Xe tải đầu màu xanh dương thùng xe màu bạc Đi thẳng ra xa camera rồi rẽ phải.
e000155,motorcyclist,874,552,192,282,Người mặc áo trắng đội nón xám chạy xe điện màu đen đi thẳng ra xa camera rồi rẽ phải.
e000006,motorcyclist,36,570,210,246,Người mặc áo đen đội nón đen chạy xe số màu đỏ chở hàng đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000136,motorcyclist,448,228,49,140,Người mặc áo cam đội nón trắng chạy xe số màu đen rẽ phải camera.
e000051,motorcyclist,158,242,40,190,Người mặc áo xanh đội nón bảo hiểm xanh chạy xe tay ga màu đen đi từ xa về gần camera
e000034,car,188,213,169,164,Xe con màu trắng đi thẳng ra xa camera.
e000007,motorcyclist,350,558,200,322,Người mặc áo đen đội nón đen chạy xe số màu đen đi thẳng ra xa camera qua ngã tư.
e000022,motorcyclist,213,209,39,168,Người mặc áo xanh đội nón bảo hiểm đen chạy xe mô tô màu xanh đi từ xa về gần camera
video1_e000016,car,314,158,177,110,Xe ô tô màu trắng đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000045,motorcyclist,349,276,60,214,Người mặc áo xanh mực đội nón xám chạy xe số màu đen đi thẳng ra xa camera.
e000003,car,736,166,102,50,Xe con màu xám đi từ trên xuống và đi thẳng qua ngã tư.
e000084,motorcyclist,525,204,56,117,Người mặc áo trắng đội nón vàng chạy xe tay ga màu đỏ rẽ phải.
e000007,motorcyclist,342,542,192,340,Người mặc áo trắng đội nón đỏ chạy xe số màu đen đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000099,car,413,185,174,224,Xe con màu trắng đi thẳng lại gần camera.
e000153,car,352,192,211,294,Xe con màu đen đi thẳng về hướng camera.
e000020,motorcyclist,710,572,210,330,Người mặc áo xám đội nón đen chạy xe số màu đen đi thẳng ra xa camera rồi rẽ phải.
e000056,car,22,213,200,218,Xe con màu xám đi thẳng ra xa camera.
e000080,truck,364,334,696,382,Xe tải đầu màu trắng thùng xe phủ bạt đen Đi thẳng ra xa camera rồi rẽ phải.
video11_e000033,motorcyclist,486,346,182,228,Người mặc áo hồng đội nón trắng chạy xe máy màu trắng đi thẳng ra xa camera rồi rẽ phải.
e000039,truck,276,1,333,372,Xe tải đầu màu trắng thùng xe màu trắng đi thẳng lại gần camera.
e000058,motorcyclist,479,265,88,309,Người mặc áo trắng đội nón đen chạy xe tay ga màu xám chở 2 người đi thẳng lại gần camera.
e000041,motorcyclist,331,193,49,137,Người mặc áo đen đội nón đen chạy xe số màu đen chở theo 1 người đi thẳng ra xa camera.
e000107,car,354,196,143,144,Xe con màu xanh đi từ xa về gần camera
video7_e000155,motorcyclist,469,305,116,206,Người mặc áo đen đội nón trắng chạy xe máy màu đen đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
19_video1_norm_e006,car,1013,129,136,52,xe con màu bạc đi từ phải sang trái qua ngã tư.
video2_e000071,motorcyclist,304,322,132,192,Người mặc áo xanh lá đội nón trắng chạy xe máy màu trắng.
19_video6_norm_e004,car,522,361,438,206,xe con màu bạc đi thẳng ra xa camera rồi rẽ phải.
e000078,motorcyclist,441,348,77,306,Người mặc áo xám đội nón xanh chạy xe số màu đỏ đi thẳng lại gần camera.
e000076,motorcyclist,431,398,80,321,Người mặc áo xanh đội nón xanh chạy xe số màu đen đi thẳng lại gần camera.
video4_e000108,car,210,314,450,270,Xe ô tô màu trắng đi thẳng ra xa camera rồi rẽ phải.
e000049,motorcyclist,414,392,105,328,Người mặc áo trắng đội nón đen chạy xe số màu đen đi thẳng lại gần camera.
video11_e000037,car,240,166,212,118,Xe ô tô màu trắng đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
19_video8_norm_e002,truck,117,225,386,174,xe tải đầu màu xanh thùng kín đi thẳng ra xa camera qua ngã tư.
e000165,motorcyclist,338,326,76,302,Người mặc áo sọc xanh đội nón đen chạy xe số màu đen đi thẳng lại gần camera.
video1_e000007,car,316,184,142,82,Xe ô tô màu trắng đi thẳng ra xa camera qua ngã tư.
e000012,truck,308,210,378,194,Xe tải đầu màu xanh lá thùng xe màu xanh lá đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000140,motorcyclist,354,277,67,250,Người mặc áo trắng đội nón bảo hiểm trắng chạy xe tay ga màu đỏ đi từ xa về gần camera
19_video14_norm_e001,motorcyclist,642,441,253,286,Người mặc áo đen đội nón bảo hiểm đen chạy xe số màu đỏ Đi thẳng ra xa camera rồi rẽ phải.
e000003,motorcyclist,442,412,136,238,Người mặc áo trắng đội nón trắng chạy xe tay ga màu đen đi thẳng ra xa camera qua ngã tư.
e000154,truck,818,178,508,348,Xe tải đầu màu trắng thùng xe màu vàng Đi thẳng ra xa camera rồi rẽ phải.
e000153,truck,249,25,249,297,Xe tải đầu màu trắng thùng rỗng đi từ xa về gần camera
e000042,motorcyclist,960,454,198,250,Người mặc áo đỏ đội nón xám chạy xe tay ga màu đỏ đi thẳng ra xa camera rồi rẽ phải.
e000015,motorcyclist,634,540,238,348,Người mặc áo xanh lá đội nón xanh lá chạy xe tay ga màu xám đi thẳng ra xa camera rồi rẽ phải.
e000084,truck,363,105,115,220,Xe tải đầu màu trắng thùng xe phủ bạt đen đi thẳng về hướng camera.
e000211,motorcyclist,365,288,73,252,Người mặc áo đen đội nón trắng chạy xe tay ga màu đỏ đi thẳng lại gần camera.
e000124,car,1084,148,138,76,Xe con màu cam đi từ trái sang phải qua ngã tư.
e000075,motorcyclist,160,300,51,216,Người mặc áo nâu đội nón bảo hiểm đen chạy xe máy màu xám đi từ xa về gần camera ngược chiều
19_video1_norm_e008,motorcyclist,356,421,184,242,Người mặc áo xanh đội nón bảo hiểm đen chạy xe số màu đen đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000001,motorcyclist,330,480,176,268,Người mặc áo xanh da trời đội nón đen chạy xe tay ga màu đen đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000048,motorcyclist,276,349,83,221,Người mặc áo trắng đội nón cam chạy xe số màu nâu đất đi thẳng ra xa camera.
e000080,truck,261,0,335,378,Container đầu màu xám thùng vàng đi thẳng về hướng camera.
e000223,truck,259,0,162,261,Xe tải đầu màu trắng thùng phủ bạt đen đi thẳng lại gần camera.
video7_e000155,car,478,236,348,236,Xe ô tô màu xám đi thẳng ra xa camera rồi rẽ phải.
e000039,motorcyclist,247,260,89,278,Người mặc áo trắng đội nón đen chạy xe tay ga màu đen đi thẳng lại gần camera.
e000025,motorcyclist,317,193,42,153,Người mặc áo đen đội nón bảo hiểm đỏ chạy xe tay ga màu đỏ đi từ xa về gần camera
video4_e000113,car,246,204,224,136,Xe ô tô màu xanh đi thẳng ra xa camera qua ngã tư.
e000085,motorcyclist,202,325,77,189,Người mặc áo đen đội nón đỏ chạy xe tay ga màu đỏ chở theo 1 người đi thẳng ra xa camera.
19_video11_norm_e007,truck,717,69,464,112,xe container đầu màu xanh thùng container đi từ phải sang trái qua ngã tư.
19_video4_norm_e010,motorcyclist,581,293,128,165,Người mặc áo nâu đội nón bảo hiểm xanh lá chạy xe số màu đỏ Đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000053,car,149,201,138,102,Xe con màu trắng đi thẳng ra xa camera.
e000103,car,112,192,135,166,Xe con màu bạc đi thẳng ra xa.
e000008,truck,78,112,1156,926,Xe tải đầu màu trắng thùng xe phủ bạt trắng Đi thẳng ra xa camera rồi rẽ phải.
video1_e000003,car,572,102,114,45,Xe ô tô màu trắng đi từ phải sang trái qua ngã tư.
19_video4_norm_e013,motorcyclist,874,406,218,221,Người mặc áo vàng đội nón bảo hiểm trắng chạy xe số màu đen Đi thẳng ra xa camera rồi rẽ phải.
e000134,truck,206,166,120,224,Xe tải đầu màu trắng thùng xe phủ bạt đen đi thẳng ra xa.
e000043,motorcyclist,308,389,77,330,Người mặc áo tím  đội nón đen chạy xe số màu xanh đen đi thẳng về hướng camera.
e000007,motorcyclist,151,194,38,164,Người mặc áo đen đội nón đen chạy xe tay ga màu đen đi thẳng về hướng camera.
e000016,motorcyclist,836,504,182,318,Người mặc áo kẻ ca rô đội nón trắng chạy xe số màu đen đi thẳng ra xa camera rồi rẽ phải.
e000006,motorcyclist,198,333,41,226,Người mặc áo trắng đội nón bảo hiểm trắng chạy xe điện màu xám đi từ xa về gần camera
e000012,car,1410,156,108,42,Xe con màu xám đi từ phải sang trái qua ngã tư.
e000163,motorcyclist,814,508,208,300,Người mặc áo nâu đội nón đen chạy xe tay ga màu đen đi thẳng ra xa camera rồi rẽ phải.
e000126,motorcyclist,459,268,57,173,Người mặc áo đen không đội nón chạy xe điện màu đen rẽ phải camera.
e000048,motorcyclist,145,216,40,154,Người mặc áo xám đội nón bảo hiểm xám chạy xe tay ga màu đen đi từ xa về gần camera chở 1 người
e000230,motorcyclist,255,302,62,286,Người mặc áo đen đội nón trắng chạy xe số màu đen đi thẳng lại gần camera.
e000103,motorcyclist,337,316,77,340,Người mặc áo đen đội nón đen chạy xe số màu đen đi thẳng lại gần camera.
e000011,motorcyclist,215,214,35,154,Người mặc áo trắng đội nón bảo hiểm đen chạy xe số màu đen đi từ xa về gần camera
e000141,car,127,188,143,140,Xe taxi màu xanh da trời đi thẳng ra xa.
video6_e000141,motorcyclist,282,320,141,193,Người mặc áo đen đội nón xám chạy xe tay ga màu trắng đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000033,motorcyclist,297,389,70,230,Người mặc áo cam đội nón trắng chạy xe số màu đen đi thẳng ra xa camera.
e000042,car,429,81,41,56,Xe con màu đen đi thẳng ra xa camera.
e000001,truck,1480,134,132,68,Xe tải đầu màu trắng thùng kín đi từ phải sang trái qua ngã tư.
19_video2_norm_e001,car,154,310,337,144,xe con màu bạc đi thẳng ra xa camera rồi dừng chờ đèn đỏ tại ngã tư.
e000001,motorcyclist,944,502,180,294,Người mặc áo xanh lá đội nón xám chạy xe tay ga màu đen đi thẳng ra xa camera rồi rẽ phải.
19_video6_norm_e015,truck,61,260,386,173,xe tải đầu màu xanh thùng kín đi thẳng ra xa camera rồi dừng chờ đèn đỏ tại ngã tư.
e000011,motorcyclist,154,245,33,152,Người mặc áo vàng đội nón bảo hiểm đỏ chạy xe số màu trắng đi từ xa về gần camera
video5_e000121,truck,597,81,97,61,Xe tải đầu màu đen thùng bạc Đi từ phải sang trái qua ngã tư.
e000005,car,270,370,420,274,Xe con màu trắng đi thẳng ra xa camera rồi dừng chờ đèn đỏ.
e000002,truck,6,2,1482,866,Container đầu màu đỏ thùng xe màu xah lá đi thẳng ra xa camera rồi rẽ phải.
e000005,truck,678,90,522,122,Container đầu màu đỏ thùng xe màu cam Đi từ phải sang trái qua ngã tư.
e000093,motorcyclist,166,353,90,193,Người mặc áo đen đội nón hồng chạy xe tay ga màu đen chở theo 2 người đi thẳng ra xa camera.
e000183,motorcyclist,310,317,80,337,Người mặc áo trắng đội nón đen chạy xe tay ga màu đỏ chở người đi thẳng lại gần camera.
e000170,motorcyclist,460,237,79,253,Người mặc áo xám đội nón đen chạy xe tay ga màu trắng đi thẳng lại gần camera.
video5_e000133,motorcyclist,745,245,82,148,Người mặc áo xanh dương đội nón đen chạy xe máy màu đen đi thẳng ra xa camera rồi rẽ phải.
e000177,motorcyclist,284,292,83,300,Người mặc áo xám đội nón xám chạy xe tay ga màu đen đi thẳng lại gần camera.
e000128,motorcyclist,620,572,328,456,Người mặc áo xanh đội nón đen chạy xe số màu trắng đi thẳng ra xa camera rồi rẽ phải.
e000003,car,744,146,106,94,Xe con màu xanh da trời đi từ trên xuống và đi thẳng qua ngã tư.
e000025,motorcyclist,1006,152,70,82,Người mặc áo xám đội nón trắng chạy xe tay ga màu trắng đi từ phải sang trái qua ngã tư.
e000189,motorcyclist,325,232,56,233,Người mặc áo xám đội nón xám chạy xe tay ga màu trắng đi thẳng lại gần camera.
